le --- IMG_3557.JPG, renamed to IMG_3557__1.JPG
MINOR: found duplicate file --- IMG_2855.JPG.json, renamed to IMG_2855__1.JPG.json
MINOR: found duplicate file --- IMG_1124.HEIC.json, renamed to IMG_1124__1.HEIC.json
MINOR: found duplicate file --- IMG_3582.JPG, renamed to IMG_3582__3.JPG
MINOR: found duplicate file --- IMG_2844.JPG, renamed to IMG_2844__2.JPG
MINOR: found duplicate file --- IMG_3358.JPG.json, renamed to IMG_3358__4.JPG.json
MINOR: found duplicate file --- IMG_1368.HEIC.json, renamed to IMG_1368__1.HEIC.json
MINOR: found duplicate file --- IMG_3780.JPG, renamed to IMG_3780__1.JPG
MINOR: found duplicate file --- IMG_2098.JPG.json, renamed to IMG_2098__1.JPG.json
MINOR: found duplicate file --- IMG_2099.JPG.json, renamed to IMG_2099__1.JPG.json
MINOR: found duplicate file --- IMG_3456.HEIC, renamed to IMG_3456__1.HEIC
MINOR: found duplicate file --- IMG_3757.JPG, renamed to IMG_3757__1.JPG
MINOR: found duplicate file --- IMG_3743.JPG, renamed to IMG_3743__1.JPG
MINOR: found duplicate file --- IMG_3328.MOV.json, renamed to IMG_3328__2.MOV.json
MINOR: found duplicate file --- IMG_3804.JPG, renamed to IMG_3804__2.JPG
MINOR: found duplicate file --- IMG_3810.JPG, renamed to IMG_3810__2.JPG
MINOR: found duplicate file --- IMG_3423.JPG.json, renamed to IMG_3423__5.JPG.json
MINOR: found duplicate file --- IMG_3644.JPG.json, renamed to IMG_3644__2.JPG.json
MINOR: found duplicate file --- IMG_3422.JPG.json, renamed to IMG_3422__3.JPG.json
MINOR: found duplicate file --- IMG_3715.HEIC.json, renamed to IMG_3715__1.HEIC.json
MINOR: found duplicate file --- IMG_1460.HEIC.json, renamed to IMG_1460__1.HEIC.json
MINOR: found duplicate file --- IMG_3623.JPG, renamed to IMG_3623__1.JPG
MINOR: found duplicate file --- IMG_3379.HEIC.json, renamed to IMG_3379__1.HEIC.json
MINOR: found duplicate file --- IMG_3821.JPG.json, renamed to IMG_3821__2.JPG.json
MINOR: found duplicate file --- IMG_3820.JPG.json, renamed to IMG_3820__3.JPG.json
MINOR: found duplicate file --- IMG_3135.HEIC.json, renamed to IMG_3135__1.HEIC.json
MINOR: found duplicate file --- IMG_2915.JPG.json, renamed to IMG_2915__1.JPG.json
MINOR: found duplicate file --- IMG_1130.HEIC.json, renamed to IMG_1130__1.HEIC.json
MINOR: found duplicate file --- IMG_2914.JPG.json, renamed to IMG_2914__1.JPG.json
MINOR: found duplicate file --- IMG_3590.HEIC.json, renamed to IMG_3590__1.HEIC.json
MINOR: found duplicate file --- IMG_3366.JPG.json, renamed to IMG_3366__4.JPG.json
MINOR: found duplicate file --- IMG_3367.JPG.json, renamed to IMG_3367__5.JPG.json
MINOR: found duplicate file --- IMG_3454.JPG.json, renamed to IMG_3454__4.JPG.json
MINOR: found duplicate file --- IMG_3633.JPG.json, renamed to IMG_3633__1.JPG.json
MINOR: found duplicate file --- IMG_3391.HEIC.json, renamed to IMG_3391__1.HEIC.json
MINOR: found duplicate file --- IMG_3857.JPG.json, renamed to IMG_3857__2.JPG.json
MINOR: found duplicate file --- IMG_3712.HEIC, renamed to IMG_3712__1.HEIC
MINOR: found duplicate file --- IMG_1111.HEIC.json, renamed to IMG_1111__2.HEIC.json
MINOR: found duplicate file --- IMG_3591.HEIC, renamed to IMG_3591__1.HEIC
MINOR: found duplicate file --- IMG_3839.JPG, renamed to IMG_3839__2.JPG
MINOR: found duplicate file --- IMG_3811.JPG, renamed to IMG_3811__1.JPG
MINOR: found duplicate file --- IMG_3565.MOV.json, renamed to IMG_3565__1.MOV.json
MINOR: found duplicate file --- IMG_3578.HEIC.json, renamed to IMG_3578__1.HEIC.json
MINOR: found duplicate file --- IMG_3805.JPG, renamed to IMG_3805__2.JPG
MINOR: found duplicate file --- IMG_3756.JPG, renamed to IMG_3756__1.JPG
MINOR: found duplicate file --- IMG_3793.HEIC.json, renamed to IMG_3793__1.HEIC.json
MINOR: found duplicate file --- IMG_3781.JPG, renamed to IMG_3781__1.JPG
MINOR: found duplicate file --- IMG_3149.JPG.json, renamed to IMG_3149__2.JPG.json
MINOR: found duplicate file --- IMG_3148.JPG.json, renamed to IMG_3148__2.JPG.json
MINOR: found duplicate file --- IMG_3917.JPG.json, renamed to IMG_3917__1.JPG.json
MINOR: found duplicate file --- IMG_1077.MOV.json, renamed to IMG_1077__1.MOV.json
MINOR: found duplicate file --- IMG_1076.MOV.json, renamed to IMG_1076__1.MOV.json
MINOR: found duplicate file --- sd1543115631_2.mp4.json, renamed to sd1543115631_2__1.mp4.json
MINOR: found duplicate file --- IMG_0814.MOV.json, renamed to IMG_0814__1.MOV.json
MINOR: found duplicate file --- IMG_1349.HEIC.json, renamed to IMG_1349__1.HEIC.json
MINOR: found duplicate file --- IMG_1380.HEIC.json, renamed to IMG_1380__2.HEIC.json
MINOR: found duplicate file --- IMG_1663.HEIC.json, renamed to IMG_1663__1.HEIC.json
MINOR: found duplicate file --- IMG_3515.JPG.json, renamed to IMG_3515__2.JPG.json
MINOR: found duplicate file --- IMG_1039.HEIC.json, renamed to IMG_1039__1.HEIC.json
MINOR: found duplicate file --- IMG_1725.HEIC.json, renamed to IMG_1725__1.HEIC.json
MINOR: found duplicate file --- IMG_3772.JPG.json, renamed to IMG_3772__1.JPG.json
MINOR: found duplicate file --- IMG_3514.JPG.json, renamed to IMG_3514__2.JPG.json
MINOR: found duplicate file --- IMG_2726.HEIC.json, renamed to IMG_2726__1.HEIC.json
MINOR: found duplicate file --- IMG_2845.JPG, renamed to IMG_2845__1.JPG
MINOR: found duplicate file --- IMG_3583.JPG, renamed to IMG_3583__3.JPG
MINOR: found duplicate file --- IMG_3597.JPG, renamed to IMG_3597__1.JPG
MINOR: found duplicate file --- IMG_3180.HEIC, renamed to IMG_3180__2.HEIC
MINOR: found duplicate file --- IMG_0948.HEIC.json, renamed to IMG_0948__1.HEIC.json
MINOR: found duplicate file --- IMG_2855.JPG, renamed to IMG_2855__1.JPG
MINOR: found duplicate file --- IMG_3603.HEIC.json, renamed to IMG_3603__1.HEIC.json
MINOR: found duplicate file --- IMG_1095.HEIC.json, renamed to IMG_1095__1.HEIC.json
MINOR: found duplicate file --- IMG_3611.JPG.json, renamed to IMG_3611__1.JPG.json
MINOR: found duplicate file --- IMG_1716.JPG.json, renamed to IMG_1716__1.JPG.json
MINOR: found duplicate file --- IMG_1717.JPG.json, renamed to IMG_1717__1.JPG.json
MINOR: found duplicate file --- IMG_3610.JPG.json, renamed to IMG_3610__2.JPG.json
MINOR: found duplicate file --- IMG_3791.JPG, renamed to IMG_3791__2.JPG
MINOR: found duplicate file --- IMG_1026.HEIC.json, renamed to IMG_1026__1.HEIC.json
MINOR: found duplicate file --- IMG_3275.MOV.json, renamed to IMG_3275__2.MOV.json
MINOR: found duplicate file --- IMG_3785.JPG, renamed to IMG_3785__2.JPG
MINOR: found duplicate file --- IMG_3353.HEIC.json, renamed to IMG_3353__1.HEIC.json
MINOR: found duplicate file --- IMG_3752.JPG, renamed to IMG_3752__1.JPG
MINOR: found duplicate file --- IMG_3746.JPG, renamed to IMG_3746__1.JPG
MINOR: found duplicate file --- IMG_3546.MOV.json, renamed to IMG_3546__1.MOV.json
MINOR: found duplicate file --- IMG_1440.MOV.json, renamed to IMG_1440__1.MOV.json
MINOR: found duplicate file --- IMG_3590.HEIC, renamed to IMG_3590__1.HEIC
MINOR: found duplicate file --- IMG_3297.JPG.json, renamed to IMG_3297__2.JPG.json
MINOR: found duplicate file --- IMG_3699.PNG.json, renamed to IMG_3699__1.PNG.json
MINOR: found duplicate file --- IMG_3829.JPG, renamed to IMG_3829__1.JPG
MINOR: found duplicate file --- IMG_3658.JPG.json, renamed to IMG_3658__2.JPG.json
MINOR: found duplicate file --- IMG_3659.JPG.json, renamed to IMG_3659__2.JPG.json
MINOR: found duplicate file --- IMG_3347.HEIC.json, renamed to IMG_3347__1.HEIC.json
MINOR: found duplicate file --- IMG_3171.HEIC.json, renamed to IMG_3171__1.HEIC.json
MINOR: found duplicate file --- 9792.mp4.json, renamed to 9792__1.mp4.json
MINOR: found duplicate file --- MYXJ_20181123160208_fast.jpg.json, renamed to MYXJ_20181123160208_fast__1.jpg.json
MINOR: found duplicate file --- IMG_3750.JPG.json, renamed to IMG_3750__1.JPG.json
MINOR: found duplicate file --- IMG_3751.JPG.json, renamed to IMG_3751__1.JPG.json
MINOR: found duplicate file --- IMG_2599.JPG.json, renamed to IMG_2599__1.JPG.json
MINOR: found duplicate file --- IMG_1048.HEIC.json, renamed to IMG_1048__1.HEIC.json
MINOR: found duplicate file --- IMG_1164.JPG.json, renamed to IMG_1164__2.JPG.json
MINOR: found duplicate file --- IMG_3601.HEIC, renamed to IMG_3601__2.HEIC
MINOR: found duplicate file --- IMG_3472.MOV, renamed to IMG_3472__1.MOV
MINOR: found duplicate file --- IMG_1424.HEIC.json, renamed to IMG_1424__1.HEIC.json
MINOR: found duplicate file --- IMG_3470.MOV.json, renamed to IMG_3470__2.MOV.json
MINOR: found duplicate file --- IMG_3553.HEIC, renamed to IMG_3553__1.HEIC
MINOR: found duplicate file --- IMG_2061.JPG, renamed to IMG_2061__1.JPG
MINOR: found duplicate file --- IMG_3471.MOV.json, renamed to IMG_3471__1.MOV.json
MINOR: found duplicate file --- IMG_2877.JPG.json, renamed to IMG_2877__1.JPG.json
MINOR: found duplicate file --- IMG_3449.JPG.json, renamed to IMG_3449__4.JPG.json
MINOR: found duplicate file --- IMG_2876.JPG.json, renamed to IMG_2876__1.JPG.json
MINOR: found duplicate file --- IMG_3448.JPG.json, renamed to IMG_3448__4.JPG.json
MINOR: found duplicate file --- IMG_1680.HEIC.json, renamed to IMG_1680__1.HEIC.json
MINOR: found duplicate file --- IMG_1013.HEIC.json, renamed to IMG_1013__1.HEIC.json
MINOR: found duplicate file --- IMG_3727.JPG.json, renamed to IMG_3727__1.JPG.json
MINOR: found duplicate file --- IMG_3633.JPG, renamed to IMG_3633__1.JPG
MINOR: found duplicate file --- IMG_3814.JPG, renamed to IMG_3814__3.JPG
MINOR: found duplicate file --- IMG_3293.HEIC.json, renamed to IMG_3293__1.HEIC.json
MINOR: found duplicate file --- IMG_3828.JPG, renamed to IMG_3828__1.JPG
MINOR: found duplicate file --- IMG_3400.HEIC.json, renamed to IMG_3400__1.HEIC.json
MINOR: found duplicate file --- IMG_3308.HEIC.json, renamed to IMG_3308__1.HEIC.json
MINOR: found duplicate file --- IMG_3841.HEIC, renamed to IMG_3841__1.HEIC
MINOR: found duplicate file --- IMG_3764.HEIC.json, renamed to IMG_3764__1.HEIC.json
MINOR: found duplicate file --- IMG_3753.JPG, renamed to IMG_3753__2.JPG
MINOR: found duplicate file --- IMG_3739.MOV, renamed to IMG_3739__1.MOV
MINOR: found duplicate file --- IMG_3666.JPG.json, renamed to IMG_3666__1.JPG.json
MINOR: found duplicate file --- IMG_3667.JPG.json, renamed to IMG_3667__2.JPG.json
MINOR: found duplicate file --- IMG_3790.JPG, renamed to IMG_3790__2.JPG
MINOR: found duplicate file --- IMG_3492.JPG.json, renamed to IMG_3492__2.JPG.json
MINOR: found duplicate file --- IMG_3802.JPG.json, renamed to IMG_3802__1.JPG.json
MINOR: found duplicate file --- IMG_3493.JPG.json, renamed to IMG_3493__2.JPG.json
MINOR: found duplicate file --- IMG_3803.JPG.json, renamed to IMG_3803__1.JPG.json
MINOR: found duplicate file --- IMG_3144.HEIC.json, renamed to IMG_3144__1.HEIC.json
MINOR: found duplicate file --- MOVIE.mp4.json, renamed to MOVIE__10.mp4.json
MINOR: found duplicate file --- IMG_0765.MOV.json, renamed to IMG_0765__1.MOV.json
MINOR: found duplicate file --- IMG_3551.JPG, renamed to IMG_3551__3.JPG
MINOR: found duplicate file --- IMG_3592.JPG, renamed to IMG_3592__1.JPG
MINOR: found duplicate file --- IMG_1598.MOV.json, renamed to IMG_1598__1.MOV.json
MINOR: found duplicate file --- IMG_0920.HEIC.json, renamed to IMG_0920__1.HEIC.json
MINOR: found duplicate file --- IMG_0750.MOV.json, renamed to IMG_0750__1.MOV.json
MINOR: found duplicate file --- IMG_3836.JPG.json, renamed to IMG_3836__1.JPG.json
MINOR: found duplicate file --- IMG_3837.JPG.json, renamed to IMG_3837__1.JPG.json
MINOR: found duplicate file --- IMG_3477.HEIC, renamed to IMG_3477__2.HEIC
MINOR: found duplicate file --- IMG_1267.HEIC.json, renamed to IMG_1267__2.HEIC.json
MINOR: found duplicate file --- IMG_3748.HEIC.json, renamed to IMG_3748__1.HEIC.json
MINOR: found duplicate file --- IMG_1098.HEIC.json, renamed to IMG_1098__1.HEIC.json
MINOR: found duplicate file --- IMG_2902.JPG.json, renamed to IMG_2902__1.JPG.json
MINOR: found duplicate file --- IMG_1117.HEIC.json, renamed to IMG_1117__1.HEIC.json
MINOR: found duplicate file --- IMG_2903.JPG.json, renamed to IMG_2903__1.JPG.json
MINOR: found duplicate file --- IMG_3160.JPG.json, renamed to IMG_3160__3.JPG.json
MINOR: found duplicate file --- IMG_3786.JPG, renamed to IMG_3786__1.JPG
MINOR: found duplicate file --- IMG_3161.JPG.json, renamed to IMG_3161__4.JPG.json
MINOR: found duplicate file --- IMG_3709.HEIC, renamed to IMG_3709__1.HEIC
MINOR: found duplicate file --- IMG_3397.HEIC.json, renamed to IMG_3397__1.HEIC.json
MINOR: found duplicate file --- IMG_1671.HEIC.json, renamed to IMG_1671__1.HEIC.json
MINOR: found duplicate file --- IMG_3751.JPG, renamed to IMG_3751__1.JPG
MINOR: found duplicate file --- IMG_3434.JPG.json, renamed to IMG_3434__6.JPG.json
MINOR: found duplicate file --- IMG_3779.JPG, renamed to IMG_3779__1.JPG
MINOR: found duplicate file --- IMG_3435.JPG.json, renamed to IMG_3435__5.JPG.json
MINOR: found duplicate file --- IMG_3816.JPG, renamed to IMG_3816__3.JPG
MINOR: found duplicate file --- IMG_3456.HEIC.json, renamed to IMG_3456__1.HEIC.json
MINOR: found duplicate file --- IMG_1386.HEIC.json, renamed to IMG_1386__2.HEIC.json
MINOR: found duplicate file --- IMG_1665.HEIC.json, renamed to IMG_1665__1.HEIC.json
MINOR: found duplicate file --- IMG_3802.JPG, renamed to IMG_3802__1.JPG
MINOR: found duplicate file --- IMG_3631.JPG, renamed to IMG_3631__2.JPG
MINOR: found duplicate file --- IMG_3625.JPG, renamed to IMG_3625__1.JPG
MINOR: found duplicate file --- IMG_1429.HEIC.json, renamed to IMG_1429__1.HEIC.json
MINOR: found duplicate file --- IMG_2842.JPG.json, renamed to IMG_2842__1.JPG.json
MINOR: found duplicate file --- IMG_3444.MOV.json, renamed to IMG_3444__1.MOV.json
MINOR: found duplicate file --- IMG_3276.HEIC.json, renamed to IMG_3276__2.HEIC.json
MINOR: found duplicate file --- IMG_3748.HEIC, renamed to IMG_3748__1.HEIC
MINOR: found duplicate file --- IMG_3781.JPG.json, renamed to IMG_3781__1.JPG.json
MINOR: found duplicate file --- IMG_1686.JPG.json, renamed to IMG_1686__1.JPG.json
MINOR: found duplicate file --- IMG_3780.JPG.json, renamed to IMG_3780__1.JPG.json
MINOR: found duplicate file --- IMG_3471.MOV, renamed to IMG_3471__1.MOV
MINOR: found duplicate file --- IMG_3470.MOV, renamed to IMG_3470__2.MOV
MINOR: found duplicate file --- IMG_3707.HEIC.json, renamed to IMG_3707__1.HEIC.json
MINOR: found duplicate file --- IMG_3477.HEIC.json, renamed to IMG_3477__2.HEIC.json
MINOR: found duplicate file --- IMG_1158.HEIC.json, renamed to IMG_1158__1.HEIC.json
MINOR: found duplicate file --- IMG_3808.JPG.json, renamed to IMG_3808__2.JPG.json
MINOR: found duplicate file --- IMG_3809.JPG.json, renamed to IMG_3809__2.JPG.json
MINOR: found duplicate file --- IMG_3311.HEIC.json, renamed to IMG_3311__1.HEIC.json
MINOR: found duplicate file --- IMG_3764.HEIC, renamed to IMG_3764__1.HEIC
MINOR: found duplicate file --- IMG_3127.HEIC.json, renamed to IMG_3127__1.HEIC.json
MINOR: found duplicate file --- IMG_1122.HEIC.json, renamed to IMG_1122__1.HEIC.json
MINOR: found duplicate file --- IMG_3624.JPG, renamed to IMG_3624__1.JPG
MINOR: found duplicate file --- IMG_3630.JPG, renamed to IMG_3630__1.JPG
MINOR: found duplicate file --- IMG_3803.JPG, renamed to IMG_3803__1.JPG
MINOR: found duplicate file --- IMG_1061.MOV.json, renamed to IMG_1061__1.MOV.json
MINOR: found duplicate file --- IMG_3817.JPG, renamed to IMG_3817__2.JPG
MINOR: found duplicate file --- IMG_3901.JPG.json, renamed to IMG_3901__1.JPG.json
MINOR: found duplicate file --- IMG_3778.JPG, renamed to IMG_3778__2.JPG
MINOR: found duplicate file --- IMG_1987.PNG.json, renamed to IMG_1987__1.PNG.json
MINOR: found duplicate file --- IMG_3750.JPG, renamed to IMG_3750__1.JPG
MINOR: found duplicate file --- IMG_3840.JPG.json, renamed to IMG_3840__1.JPG.json
MINOR: found duplicate file --- MYXJ_20181123155823_fast.jpg.json, renamed to MYXJ_20181123155823_fast__1.jpg.json
MINOR: found duplicate file --- IMG_3787.JPG, renamed to IMG_3787__2.JPG
MINOR: found duplicate file --- IMG_1300.HEIC.json, renamed to IMG_1300__1.HEIC.json
MINOR: found duplicate file --- IMG_3305.HEIC.json, renamed to IMG_3305__1.HEIC.json
MINOR: found duplicate file --- IMG_3371.JPG.json, renamed to IMG_3371__4.JPG.json
MINOR: found duplicate file --- IMG_2009.HEIC.json, renamed to IMG_2009__1.HEIC.json
MINOR: found duplicate file --- IMG_3370.JPG.json, renamed to IMG_3370__4.JPG.json
MINOR: found duplicate file --- IMG_2577.JPG.json, renamed to IMG_2577__1.JPG.json
MINOR: found duplicate file --- IMG_2653.HEIC.json, renamed to IMG_2653__1.HEIC.json
MINOR: found duplicate file --- MYXJ_20181123160405_fast.jpg.json, renamed to MYXJ_20181123160405_fast__1.jpg.json
MINOR: found duplicate file --- IMG_0942.MOV.json, renamed to IMG_0942__1.MOV.json
MINOR: found duplicate file --- IMG_1544.JPG.json, renamed to IMG_1544__1.JPG.json
MINOR: found duplicate file --- IMG_3625.JPG.json, renamed to IMG_3625__1.JPG.json
MINOR: found duplicate file --- IMG_3443.JPG.json, renamed to IMG_3443__4.JPG.json
MINOR: found duplicate file --- IMG_3442.JPG.json, renamed to IMG_3442__6.JPG.json
MINOR: found duplicate file --- IMG_3624.JPG.json, renamed to IMG_3624__1.JPG.json
MINOR: found duplicate file --- IMG_1084.HEIC.json, renamed to IMG_1084__1.HEIC.json
MINOR: found duplicate file --- IMG_1421.HEIC.json, renamed to IMG_1421__1.HEIC.json
MINOR: found duplicate file --- IMG_3739.MOV.json, renamed to IMG_3739__1.MOV.json
MINOR: found duplicate file --- IMG_0757.HEIC.json, renamed to IMG_0757__1.HEIC.json
MINOR: found duplicate file --- IMG_1171.HEIC.json, renamed to IMG_1171__1.HEIC.json
MINOR: found duplicate file --- IMG_1262.MOV.json, renamed to IMG_1262__1.MOV.json
MINOR: found duplicate file --- IMG_3737.MOV, renamed to IMG_3737__1.MOV
MINOR: found duplicate file --- IMG_3589.HEIC, renamed to IMG_3589__1.HEIC
MINOR: found duplicate file --- IMG_0946.HEIC.json, renamed to IMG_0946__1.HEIC.json
MINOR: found duplicate file --- MYXJ_20181123155708_fast.jpg.json, renamed to MYXJ_20181123155708_fast__1.jpg.json
MINOR: found duplicate file --- IMG_3832.JPG, renamed to IMG_3832__1.JPG
MINOR: found duplicate file --- 9790.mp4, renamed to 9790__1.mp4
MINOR: found duplicate file --- IMG_3771.MOV.json, renamed to IMG_3771__1.MOV.json
MINOR: found duplicate file --- IMG_3629.JPG, renamed to IMG_3629__1.JPG
MINOR: found duplicate file --- IMG_1323.MOV.json, renamed to IMG_1323__1.MOV.json
MINOR: found duplicate file --- IMG_1322.MOV.json, renamed to IMG_1322__1.MOV.json
MINOR: found duplicate file --- IMG_3615.JPG, renamed to IMG_3615__1.JPG
MINOR: found duplicate file --- IMG_1679.HEIC.json, renamed to IMG_1679__1.HEIC.json
MINOR: found duplicate file --- IMG_3641.JPG.json, renamed to IMG_3641__1.JPG.json
MINOR: found duplicate file --- IMG_3640.JPG.json, renamed to IMG_3640__1.JPG.json
MINOR: found duplicate file --- IMG_0928.HEIC.json, renamed to IMG_0928__1.HEIC.json
MINOR: found duplicate file --- MYXJ_20181123211410_fast.jpg.json, renamed to MYXJ_20181123211410_fast__1.jpg.json
MINOR: found duplicate file --- IMG_3455.MOV, renamed to IMG_3455__1.MOV
MINOR: found duplicate file --- IMG_3606.HEIC.json, renamed to IMG_3606__1.HEIC.json
MINOR: found duplicate file --- IMG_1090.HEIC.json, renamed to IMG_1090__1.HEIC.json
MINOR: found duplicate file --- IMG_1566.JPG, renamed to IMG_1566__1.JPG
MINOR: found duplicate file --- IMG_1059.HEIC.json, renamed to IMG_1059__1.HEIC.json
MINOR: found duplicate file --- IMG_3402.JPG, renamed to IMG_3402__5.JPG
MINOR: found duplicate file --- IMG_3559.JPG.json, renamed to IMG_3559__3.JPG.json
MINOR: found duplicate file --- IMG_2139.JPG.json, renamed to IMG_2139__2.JPG.json
MINOR: found duplicate file --- IMG_3377.HEIC.json, renamed to IMG_3377__1.HEIC.json
MINOR: found duplicate file --- IMG_3600.JPG, renamed to IMG_3600__1.JPG
MINOR: found duplicate file --- IMG_0762.HEIC.json, renamed to IMG_0762__1.HEIC.json
MINOR: found duplicate file --- IMG_3614.JPG, renamed to IMG_3614__1.JPG
MINOR: found duplicate file --- MYXJ_20181123155310_fast.jpg.json, renamed to MYXJ_20181123155310_fast__1.jpg.json
MINOR: found duplicate file --- MYXJ_20181123155240_fast.jpg.json, renamed to MYXJ_20181123155240_fast__1.jpg.json
MINOR: found duplicate file --- IMG_3362.JPG.json, renamed to IMG_3362__4.JPG.json
MINOR: found duplicate file --- 9791.mp4, renamed to 9791__1.mp4
MINOR: found duplicate file --- IMG_3282.HEIC.json, renamed to IMG_3282__1.HEIC.json
MINOR: found duplicate file --- IMG_3681.MOV, renamed to IMG_3681__1.MOV
MINOR: found duplicate file --- IMG_1552.HEIC.json, renamed to IMG_1552__1.HEIC.json
MINOR: found duplicate file --- IMG_3363.JPG.json, renamed to IMG_3363__5.JPG.json
MINOR: found duplicate file --- IMG_3833.JPG, renamed to IMG_3833__1.JPG
MINOR: found duplicate file --- IMG_1849.HEIC.json, renamed to IMG_1849__1.HEIC.json
MINOR: found duplicate file --- IMG_3774.JPG, renamed to IMG_3774__1.JPG
MINOR: found duplicate file --- IMG_1925.MOV.json, renamed to IMG_1925__1.MOV.json
MINOR: found duplicate file --- IMG_1400.HEIC.json, renamed to IMG_1400__1.HEIC.json
MINOR: found duplicate file --- IMG_3777.JPG.json, renamed to IMG_3777__1.JPG.json
MINOR: found duplicate file --- IMG_3511.JPG.json, renamed to IMG_3511__2.JPG.json
MINOR: found duplicate file --- IMG_1199.HEIC.json, renamed to IMG_1199__1.HEIC.json
MINOR: found duplicate file --- IMG_1366.HEIC.json, renamed to IMG_1366__1.HEIC.json
MINOR: found duplicate file --- IMG_1073.MOV.json, renamed to IMG_1073__2.MOV.json
MINOR: found duplicate file --- IMG_3583.JPG.json, renamed to IMG_3583__3.JPG.json
MINOR: found duplicate file --- IMG_1016.HEIC.json, renamed to IMG_1016__1.HEIC.json
MINOR: found duplicate file --- IMG_3582.JPG.json, renamed to IMG_3582__3.JPG.json
MINOR: found duplicate file --- IMG_1072.MOV.json, renamed to IMG_1072__2.MOV.json
MINOR: found duplicate file --- IMG_3646.MOV.json, renamed to IMG_3646__1.MOV.json
MINOR: found duplicate file --- IMG_3419.JPG.json, renamed to IMG_3419__4.JPG.json
MINOR: found duplicate file --- IMG_3418.JPG.json, renamed to IMG_3418__5.JPG.json
MINOR: found duplicate file --- MYXJ_20181123211459_fast.jpg.json, renamed to MYXJ_20181123211459_fast__1.jpg.json
MINOR: found duplicate file --- IMG_1106.HEIC.json, renamed to IMG_1106__1.HEIC.json
MINOR: found duplicate file --- IMG_1040.HEIC.json, renamed to IMG_1040__2.HEIC.json
MINOR: found duplicate file --- IMG_1089.HEIC.json, renamed to IMG_1089__1.HEIC.json
MINOR: found duplicate file --- IMG_3560.JPG, renamed to IMG_3560__3.JPG
MINOR: found duplicate file --- IMG_3415.MOV.json, renamed to IMG_3415__2.MOV.json
MINOR: found duplicate file --- IMG_3789.JPG, renamed to IMG_3789__1.JPG
MINOR: found duplicate file --- IMG_2880.JPG.json, renamed to IMG_2880__1.JPG.json
MINOR: found duplicate file --- IMG_0749.MOV.json, renamed to IMG_0749__2.MOV.json
MINOR: found duplicate file --- IMG_0748.MOV.json, renamed to IMG_0748__1.MOV.json
MINOR: found duplicate file --- IMG_3743.JPG.json, renamed to IMG_3743__1.JPG.json
MINOR: found duplicate file --- IMG_3706.HEIC, renamed to IMG_3706__1.HEIC
MINOR: found duplicate file --- IMG_1726.HEIC.json, renamed to IMG_1726__1.HEIC.json
MINOR: found duplicate file --- VID_20181123_211308.mp4.json, renamed to VID_20181123_211308__1.mp4.json
MINOR: found duplicate file --- IMG_3179.HEIC.json, renamed to IMG_3179__1.HEIC.json
MINOR: found duplicate file --- IMG_1383.HEIC.json, renamed to IMG_1383__1.HEIC.json
MINOR: found duplicate file --- IMG_3392.HEIC.json, renamed to IMG_3392__1.HEIC.json
MINOR: found duplicate file --- sd1543097722_2.mp4.json, renamed to sd1543097722_2__1.mp4.json
MINOR: found duplicate file --- IMG_3831.JPG, renamed to IMG_3831__1.JPG
MINOR: found duplicate file --- IMG_0965.MOV.json, renamed to IMG_0965__1.MOV.json
MINOR: found duplicate file --- IMG_3464.JPG.json, renamed to IMG_3464__3.JPG.json
MINOR: found duplicate file --- IMG_3465.JPG.json, renamed to IMG_3465__2.JPG.json
MINOR: found duplicate file --- IMG_3356.JPG.json, renamed to IMG_3356__5.JPG.json
MINOR: found duplicate file --- IMG_1054.HEIC.json, renamed to IMG_1054__1.HEIC.json
MINOR: found duplicate file --- IMG_3321.HEIC.json, renamed to IMG_3321__1.HEIC.json
MINOR: found duplicate file --- IMG_2096.JPG.json, renamed to IMG_2096__2.JPG.json
MINOR: found duplicate file --- IMG_2097.JPG.json, renamed to IMG_2097__2.JPG.json
MINOR: found duplicate file --- IMG_1961.JPG.json, renamed to IMG_1961__1.JPG.json
MINOR: found duplicate file --- IMG_3602.HEIC, renamed to IMG_3602__1.HEIC
MINOR: found duplicate file --- IMG_1565.JPG, renamed to IMG_1565__1.JPG
MINOR: found duplicate file --- IMG_1960.JPG.json, renamed to IMG_1960__2.JPG.json
MINOR: found duplicate file --- IMG_0787.HEIC.json, renamed to IMG_0787__1.HEIC.json
MINOR: found duplicate file --- IMG_1463.HEIC.json, renamed to IMG_1463__1.HEIC.json
MINOR: found duplicate file --- IMG_3675.JPG.json, renamed to IMG_3675__1.JPG.json
MINOR: found duplicate file --- IMG_3413.JPG.json, renamed to IMG_3413__2.JPG.json
MINOR: found duplicate file --- IMG_3716.HEIC.json, renamed to IMG_3716__1.HEIC.json
MINOR: found duplicate file --- IMG_3674.JPG.json, renamed to IMG_3674__1.JPG.json
MINOR: found duplicate file --- IMG_3147.JPG.json, renamed to IMG_3147__1.JPG.json
MINOR: found duplicate file --- IMG_3320.JPG.json, renamed to IMG_3320__4.JPG.json
MINOR: found duplicate file --- IMG_3146.JPG.json, renamed to IMG_3146__1.JPG.json
MINOR: found duplicate file --- IMG_3919.JPG.json, renamed to IMG_3919__2.JPG.json
MINOR: found duplicate file --- IMG_3918.JPG.json, renamed to IMG_3918__1.JPG.json
MINOR: found duplicate file --- IMG_1419.HEIC.json, renamed to IMG_1419__1.HEIC.json
